,filename,filepath,label
0,car_extcoll0163.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/folder/Sound/Paining/car_extcoll0163.mp3,0
1,cat_flickr0192.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/folder/Sound/Paining/cat_flickr0192.mp3,0
2,LastEntry_cat1285Hpy_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/folder/Sound/Paining/LastEntry_cat1285Hpy_aug1(1).mp3,0
3,Cat_YoutubeLLT42375_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/folder/Sound/Paining/Cat_YoutubeLLT42375_aug1(1).mp3,0
4,Cat_YoutubeLLT42388_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/folder/Sound/Paining/Cat_YoutubeLLT42388_aug1(1).mp3,0
5,car_extcoll0188.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/folder/Sound/Paining/car_extcoll0188.mp3,0
6,Online_Cat0519Hpy.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/folder/Sound/Paining/Online_Cat0519Hpy.mp3,0
7,Online_Cat0473Hpy_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/folder/Sound/Paining/Online_Cat0473Hpy_aug1(1).mp3,0
8,cat_flickr0192_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/folder/Sound/Paining/cat_flickr0192_aug1(1).mp3,0
9,Last_addCat129589Res_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/folder/Sound/Paining/Last_addCat129589Res_aug1(1).mp3,0
10,cat_coll0173_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/folder/Sound/Paining/cat_coll0173_aug1(1).mp3,0
11,car_extcoll0349.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/folder/Sound/Paining/car_extcoll0349.mp3,0
12,Cat_YoutubeLLT42371(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/folder/Sound/Paining/Cat_YoutubeLLT42371(1).mp3,0
13,YASH_LLT_Help3005 (2)_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/folder/Sound/Paining/YASH_LLT_Help3005 (2)_aug1(1).mp3,0
14,car_extcoll0229.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/folder/Sound/Paining/car_extcoll0229.mp3,0
