,filename,filepath,label
0,car_extcoll0163.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/car_extcoll0163.npy,0
1,cat_flickr0192.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_flickr0192.npy,0
2,LastEntry_cat1285Hpy_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/LastEntry_cat1285Hpy_aug1(1).npy,0
3,Cat_YoutubeLLT42375_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Cat_YoutubeLLT42375_aug1(1).npy,0
4,Cat_YoutubeLLT42388_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Cat_YoutubeLLT42388_aug1(1).npy,0
5,car_extcoll0188.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/car_extcoll0188.npy,0
6,Online_Cat0519Hpy.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Online_Cat0519Hpy.npy,0
7,Online_Cat0473Hpy_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Online_Cat0473Hpy_aug1(1).npy,0
8,cat_flickr0192_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_flickr0192_aug1(1).npy,0
9,Last_addCat129589Res_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Last_addCat129589Res_aug1(1).npy,0
10,cat_coll0173_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_coll0173_aug1(1).npy,0
11,car_extcoll0349.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/car_extcoll0349.npy,0
12,Cat_YoutubeLLT42371(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Cat_YoutubeLLT42371(1).npy,0
13,YASH_LLT_Help3005 (2)_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/YASH_LLT_Help3005 (2)_aug1(1).npy,0
14,car_extcoll0229.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/car_extcoll0229.npy,0
15,cat01_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat01_aug1(1).npy,0
16,cat_coll0169.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_coll0169.npy,0
17,Last_addCat129576Res_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Last_addCat129576Res_aug1(1).npy,0
18,Last_addCat129563Res_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Last_addCat129563Res_aug1(1).npy,0
19,cat_coll0155.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_coll0155.npy,0
20,Online_Cat0521Hlp_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Online_Cat0521Hlp_aug1(1).npy,0
21,YASH_LLT_Help3009_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/YASH_LLT_Help3009_aug1(1).npy,0
22,Online_Cat0493Hlp.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Online_Cat0493Hlp.npy,0
23,Cat_YoutubeLLT42349.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Cat_YoutubeLLT42349.npy,0
24,Cat_YoutubeLLT42348.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Cat_YoutubeLLT42348.npy,0
25,cat_youtube01249_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_youtube01249_aug1(1).npy,0
26,Cat_YoutubeLLT42374.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Cat_YoutubeLLT42374.npy,0
27,Online_Cat0368ang_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Online_Cat0368ang_aug1(1).npy,0
28,cat_coll0154.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_coll0154.npy,0
29,cat_coll0168.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_coll0168.npy,0
30,Cat_YoutubeLLT42355(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Cat_YoutubeLLT42355(1).npy,0
31,Online_Cat0385hlp.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Online_Cat0385hlp.npy,0
32,Last_addCat129572Res.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Last_addCat129572Res.npy,0
33,car_extcoll0223_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/car_extcoll0223_aug1(1).npy,0
34,car_extcoll0341_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/car_extcoll0341_aug1(1).npy,0
35,Last_addCat129581Res_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Last_addCat129581Res_aug1(1).npy,0
36,car_extcoll0348.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/car_extcoll0348.npy,0
37,Cat_YoutubeLLT42369_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Cat_YoutubeLLT42369_aug1(1).npy,0
38,cat_flickr0193.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_flickr0193.npy,0
39,cat_youtube01217_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_youtube01217_aug1(1).npy,0
40,cat_flickr0191.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_flickr0191.npy,0
41,car_extcoll0148.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/car_extcoll0148.npy,0
42,LastEntry_cat1039Hlp.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/LastEntry_cat1039Hlp.npy,0
43,Cat_YoutubeLLT42381_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Cat_YoutubeLLT42381_aug1(1).npy,0
44,LastEntry_cat1282Hpy_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/LastEntry_cat1282Hpy_aug1(1).npy,0
45,Online_Cat0390Hlp_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Online_Cat0390Hlp_aug1(1).npy,0
46,Online_Cat0385hlp_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Online_Cat0385hlp_aug1(1).npy,0
47,cat_youtube01202_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_youtube01202_aug1(1).npy,0
48,LastEntry_cat1015Hlp_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/LastEntry_cat1015Hlp_aug1(1).npy,0
49,cat_coll0154_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_coll0154_aug1(1).npy,0
50,Edit9006Hlp.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Edit9006Hlp.npy,0
51,cat_coll0156.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_coll0156.npy,0
52,Last_addCat129564Res_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Last_addCat129564Res_aug1(1).npy,0
53,Last_addCat129571Res_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Last_addCat129571Res_aug1(1).npy,0
54,Cat_YoutubeLLT42352_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Cat_YoutubeLLT42352_aug1(1).npy,0
55,cat08_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat08_aug1(1).npy,0
56,Cat_YoutubeLLT42376.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Cat_YoutubeLLT42376.npy,0
57,cat_youtube01107_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_youtube01107_aug1(1).npy,0
58,Online_Cat0511Hlp.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Online_Cat0511Hlp.npy,0
59,LastEntry_cat1282Hlp.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/LastEntry_cat1282Hlp.npy,0
60,cat_youtube01250.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_youtube01250.npy,0
61,Online_Cat0544Hlp.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Online_Cat0544Hlp.npy,0
62,cat14_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat14_aug1(1).npy,0
63,Cat_YoutubeLLT42388.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Cat_YoutubeLLT42388.npy,0
64,Cat_YoutubeLLT42457_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Cat_YoutubeLLT42457_aug1(1).npy,0
65,Last_addCat129579Res_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Last_addCat129579Res_aug1(1).npy,0
66,cat_coll0157.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_coll0157.npy,0
67,cat_coll0148_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_coll0148_aug1(1).npy,0
68,Last_addCat129581Res.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Last_addCat129581Res.npy,0
69,car_extcoll0338_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/car_extcoll0338_aug1(1).npy,0
70,cat_coll0166_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_coll0166_aug1(1).npy,0
71,car_extcoll0348_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/car_extcoll0348_aug1(1).npy,0
72,Last_addCat129586Res_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Last_addCat129586Res_aug1(1).npy,0
73,cat_flickr0190.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_flickr0190.npy,0
74,cat_flickr0194.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_flickr0194.npy,0
75,LastEntry_cat1037Hlp.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/LastEntry_cat1037Hlp.npy,0
76,car_extcoll0146_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/car_extcoll0146_aug1(1).npy,0
77,Last_addCat129578Res_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Last_addCat129578Res_aug1(1).npy,0
78,YASH_LLT_Help3005_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/YASH_LLT_Help3005_aug1(1).npy,0
79,cat_coll0151_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_coll0151_aug1(1).npy,0
80,Cat_YoutubeLLT42327_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Cat_YoutubeLLT42327_aug1(1).npy,0
81,Edit9008Hlp.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Edit9008Hlp.npy,0
82,cat_youtube01207_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_youtube01207_aug1(1).npy,0
83,cat_coll0147.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/cat_coll0147.npy,0
84,Last_addCat129587Res_aug1(1).mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Last_addCat129587Res_aug1(1).npy,0
85,Online_Cat0501Hlp.mp3,/Users/ruiyangchen/Desktop/Course/6366/CSCI6366_GWU/CatSoundClassification/Data/scatter/npy_data/Paining/Online_Cat0501Hlp.npy,0
